frame_idx,timestamp,gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,00:00:000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00:00:033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,00:00:067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,00:00:100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,00:00:134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,00:00:167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,00:00:201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,00:00:234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,00:00:268,,0.5676271915435791,0.6961427330970764,-2.4356461381103145e-07,0.5374239683151245,0.5507447719573975,-0.00037704629357904196,0.46941545605659485,0.4752890169620514,-0.0017595546087250113,0.40601831674575806,0.5057482719421387,-0.0033233200665563345,0.3788551986217499,0.5830914378166199,-0.006299188826233149,0.3985980451107025,0.5067312717437744,-0.00741236237809062,0.34700652956962585,0.5703201293945312,-0.008884948678314686,0.3716505169868469,0.5951830148696899,-0.008848244324326515,0.4042014181613922,0.5964352488517761,-0.009130681864917278,0.3880743980407715,0.6018307209014893,-0.011178677901625633,0.3478579819202423,0.6679648756980896,-0.008706079795956612,0.376079261302948,0.6793957948684692,-0.006753156427294016,0.4092545807361603,0.6675779223442078,-0.00864570401608944,0.3904094398021698,0.6990386843681335,-0.013622384518384933,0.3499773144721985,0.7471387386322021,-0.01373752299696207,0.379876047372818,0.7485785484313965,-0.007825598120689392,0.4127957820892334,0.7304980158805847,-0.006558423396199942,0.40033453702926636,0.7914974689483643,-0.01561708189547062,0.3630530834197998,0.8125280141830444,-0.015959450975060463,0.3910561501979828,0.8099075555801392,-0.005169215612113476,0.41975000500679016,0.7956990003585815,0.0029695266857743263
9,00:00:301,,0.5408463478088379,0.7318042516708374,-9.158226532690605e-08,0.4949796497821808,0.6005879640579224,0.0027641612105071545,0.43315768241882324,0.550077497959137,0.0003930065722670406,0.38697168231010437,0.5998930931091309,-0.003793623298406601,0.3641726076602936,0.6754201054573059,-0.008947609923779964,0.3740777373313904,0.5590810179710388,0.006938543636351824,0.3513219356536865,0.6215200424194336,-0.0019610486924648285,0.3725613057613373,0.6482495665550232,-0.014823216013610363,0.39955294132232666,0.6447998881340027,-0.02317233756184578,0.3523993492126465,0.6469482779502869,8.97944628377445e-05,0.3320854902267456,0.6948803067207336,-0.0005865649436600506,0.3547363877296448,0.7149354219436646,-0.006493285298347473,0.3850768208503723,0.7081592679023743,-0.01162317581474781,0.34947264194488525,0.7426322102546692,-0.006444323342293501,0.3273588716983795,0.7863574028015137,-0.0065511357970535755,0.35530632734298706,0.7980459928512573,-0.004455661866813898,0.38464048504829407,0.7813155055046082,-0.004746214020997286,0.35826873779296875,0.8345237374305725,-0.012906167656183243,0.34446096420288086,0.8679419755935669,-0.014497246593236923,0.37131911516189575,0.8701366782188416,-0.0068782358430325985,0.3971942961215973,0.8552943468093872,0.00047156272921711206
10,00:00:335,,0.5073159337043762,0.7639837861061096,-1.7701771071187977e-07,0.45487356185913086,0.7162407636642456,0.011749593541026115,0.39553093910217285,0.6903505325317383,0.012080646120011806,0.3604269325733185,0.7041144371032715,0.008510096929967403,0.34662365913391113,0.7341046929359436,0.003657098626717925,0.3227904736995697,0.728672444820404,0.012815291061997414,0.32461676001548767,0.7400362491607666,0.006864857394248247,0.35235023498535156,0.7454885244369507,-0.005598686635494232,0.37624433636665344,0.7455610632896423,-0.0145298782736063,0.3159348666667938,0.7575811147689819,0.0022445505019277334,0.3228558301925659,0.7605353593826294,0.008339561522006989,0.34847182035446167,0.761997401714325,0.00624476745724678,0.3733031451702118,0.7600714564323425,0.0010284121381118894,0.32897794246673584,0.7853885889053345,-0.0073482319712638855,0.3317703306674957,0.7904596924781799,-0.000676470051985234,0.3573943078517914,0.7862322330474854,0.0048144543543457985,0.3805253207683563,0.7792484760284424,0.004715900868177414,0.35239630937576294,0.8075833916664124,-0.016757763922214508,0.35210108757019043,0.8180214166641235,-0.009356546215713024,0.37262430787086487,0.8146100640296936,0.0027771457098424435,0.3916561007499695,0.8103643655776978,0.011181367561221123
