frame_idx,timestamp,gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,00:00:000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00:00:033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,00:00:066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,00:00:100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,00:00:133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,00:00:166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,00:00:200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,00:00:233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,00:00:266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,00:00:300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,00:00:333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,00:00:366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,00:00:400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,00:00:433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,00:00:466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,00:00:500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,00:00:533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,00:00:566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,00:00:600,,0.1794532835483551,0.7572130560874939,-1.1548349476697695e-07,0.17814970016479492,0.8328806757926941,-0.06403975933790207,0.15286147594451904,0.9205729961395264,-0.08281765878200531,0.13143843412399292,1.0081086158752441,-0.08883538097143173,0.1166887879371643,1.081246018409729,-0.09297673404216766,0.07104826718568802,0.9313623905181885,-0.028754064813256264,0.06597203016281128,1.0499098300933838,-0.039402421563863754,0.08469446003437042,1.12272310256958,-0.04847953841090202,0.09988407790660858,1.169574499130249,-0.05103384330868721,0.07670421898365021,0.9202926158905029,0.006559319794178009,0.0810629278421402,1.0390589237213135,0.003310315776616335,0.10833818465471268,1.1086928844451904,-0.004298962652683258,0.12376371026039124,1.155342698097229,-0.0072889006696641445,0.09058713167905807,0.9174796938896179,0.03572775423526764,0.0996103510260582,1.0151846408843994,0.029669245705008507,0.12165699154138565,1.0777887105941772,0.020117303356528282,0.12866924703121185,1.1143054962158203,0.01654689386487007,0.1086077094078064,0.9132192730903625,0.06014647334814072,0.12175913900136948,0.9989846348762512,0.05519905686378479,0.1356513798236847,1.0461406707763672,0.05107104033231735,0.14251676201820374,1.0693963766098022,0.05147988349199295
19,00:00:633,,0.19727204740047455,0.772502601146698,-5.571456895836491e-08,0.19684824347496033,0.8212641477584839,-0.07322889566421509,0.168976828455925,0.9030700922012329,-0.09456194937229156,0.14526376128196716,0.9915480017662048,-0.09974781423807144,0.13101345300674438,1.071496605873108,-0.10054897516965866,0.07833443582057953,0.9051116704940796,-0.05532083287835121,0.05900954827666283,1.0215197801589966,-0.07184795290231705,0.0695311650633812,1.1022547483444214,-0.08592984825372696,0.08417320251464844,1.157451868057251,-0.0937584936618805,0.08253039419651031,0.9283110499382019,-0.01844380609691143,0.07155364751815796,1.0290850400924683,-0.029812494292855263,0.08781547844409943,1.106432318687439,-0.042025018483400345,0.1073371097445488,1.1605231761932373,-0.049516208469867706,0.09480271488428116,0.9432728886604309,0.012293023057281971,0.08939157426357269,1.028446912765503,-0.0015035124961286783,0.10807019472122192,1.0827200412750244,-0.014309113845229149,0.12179752439260483,1.124952793121338,-0.020816056057810783,0.10588638484477997,0.9495682120323181,0.03741661086678505,0.10264477133750916,1.0163716077804565,0.021291792392730713,0.118799589574337,1.0618239641189575,0.009633190929889679,0.13421504199504852,1.0971171855926514,0.004547509830445051
